name,jersey_number,position,status,height,weight,experience,college,team,data_source,scraped_at,age,twitter_handle,instagram_handle,tiktok_handle,youtube_handle,twitter_followers,instagram_followers,tiktok_followers,youtube_subscribers,twitter_following,instagram_following,tiktok_following,twitter_verified,instagram_verified,twitter_url,instagram_url,tiktok_url,youtube_url,career_pass_yards,career_pass_tds,career_pass_ints,career_pass_rating,career_rush_yards,career_rush_tds,career_receptions,career_rec_yards,career_rec_tds,career_tackles,career_sacks,career_interceptions,current_salary,contract_value,contract_years,signing_bonus,guaranteed_money,cap_hit,dead_money,pro_bowls,all_pros,rookie_of_year,mvp_awards,championships,hall_of_fame,birth_date,birth_place,high_school,draft_year,draft_round,draft_pick,draft_team,wikipedia_url,nfl_com_url,espn_url,pff_url,spotrac_url,data_quality_score,data_sources,last_updated,comprehensive_enhanced
Javon Baker,6.0,WR,ACT,"7'3""",202,2,UCF,patriots,nfl.com,2025-07-18T17:26:08.067256,,@javonbaker,javonbaker,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Javon_Baker,,,,https://www.spotrac.com/nfl/patriots/javon-baker/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:08.270155,True
Bryce Baringer,17.0,P,ACT,"7'4""",215,3,Michigan State,patriots,nfl.com,2025-07-18T17:26:08.067264,,@brycebaringer,brycebaringer,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Bryce_Baringer,,,,https://www.spotrac.com/nfl/patriots/bryce-baringer/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:08.370456,True
Christian Barmore,90.0,DT,ACT,"7'7""",315,5,Alabama,patriots,nfl.com,2025-07-18T17:26:08.067271,,@christianbarmore,christianbarmore,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Christian_Barmore,,,,https://www.spotrac.com/nfl/patriots/christian-barmore/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:08.473816,True
Cam Akers,,RB,ACT,"7'0""",217,5,Florida State,saints,nfl.com,2025-07-18T17:26:16.469219,,@camakers,camakers,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Cam_Akers,,,,https://www.spotrac.com/nfl/saints/cam-akers/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:16.469728,True
Ugo Amadi,,CB,ACT,"6'9""",201,7,Oregon,saints,nfl.com,2025-07-18T17:26:16.469233,,@ugoamadi,ugoamadi,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Ugo_Amadi,,,,https://www.spotrac.com/nfl/saints/ugo-amadi/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:16.570046,True
Kevin Austin Jr.,81.0,WR,ACT,"7'4""",200,2,Notre Dame,saints,nfl.com,2025-07-18T17:26:16.469238,,@kevinaustinjr.,kevinaustinjr.,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Kevin_Austin_Jr.,,,,https://www.spotrac.com/nfl/saints/kevin-austin-jr./,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:16.670361,True
Josh Ball,79.0,OT,ACT,"8'0""",304,4,Marshall,saints,nfl.com,2025-07-18T17:26:16.469242,,@joshball,joshball,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Josh_Ball,,,,https://www.spotrac.com/nfl/saints/josh-ball/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:16.770642,True
Kelvin Banks Jr.,71.0,OT,ACT,"7'7""",315,R,Texas,saints,nfl.com,2025-07-18T17:26:16.469245,,@kelvinbanksjr.,kelvinbanksjr.,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Kelvin_Banks_Jr.,,,,https://www.spotrac.com/nfl/saints/kelvin-banks-jr./,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:16.870883,True
Paulson Adebo,21.0,CB,ACT,"7'3""",192,5,Stanford,giants,nfl.com,2025-07-18T17:26:26.181084,,@paulsonadebo,paulsonadebo,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Paulson_Adebo,,,,https://www.spotrac.com/nfl/giants/paulson-adebo/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:26.181703,True
Darius Alexander,,DT,ACT,"7'6""",310,R,Toledo,giants,nfl.com,2025-07-18T17:26:26.181104,,@dariusalexander,dariusalexander,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Darius_Alexander,,,,https://www.spotrac.com/nfl/giants/darius-alexander/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:26.281991,True
Rushawn Baker,36.0,RB,ACT,"7'2""",225,R,Elon,giants,nfl.com,2025-07-18T17:26:26.181111,,@rushawnbaker,rushawnbaker,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Rushawn_Baker,,,,https://www.spotrac.com/nfl/giants/rushawn-baker/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:26.382256,True
Deonte Banks,2.0,CB,ACT,"7'4""",200,3,Maryland,giants,nfl.com,2025-07-18T17:26:26.181115,,@deontebanks,deontebanks,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Deonte_Banks,,,,https://www.spotrac.com/nfl/giants/deonte-banks/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:26.482553,True
Daniel Bellinger,82.0,TE,ACT,"7'8""",255,4,San Diego State,giants,nfl.com,2025-07-18T17:26:26.181119,,@danielbellinger,danielbellinger,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Daniel_Bellinger,,,,https://www.spotrac.com/nfl/giants/daniel-bellinger/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:26.582842,True
Tony Adams,22.0,SAF,ACT,"7'1""",203,4,Illinois,jets,nfl.com,2025-07-18T17:26:35.716564,,@tonyadams,tonyadams,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Tony_Adams,,,,https://www.spotrac.com/nfl/jets/tony-adams/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:35.718245,True
Braelon Allen,,RB,ACT,"7'3""",235,2,Wisconsin,jets,nfl.com,2025-07-18T17:26:35.716585,,@braelonallen,braelonallen,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Braelon_Allen,,,,https://www.spotrac.com/nfl/jets/braelon-allen/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:35.818562,True
Zaire Barnes,53.0,LB,ACT,"7'3""",227,3,Western Michigan,jets,nfl.com,2025-07-18T17:26:35.716593,,@zairebarnes,zairebarnes,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Zaire_Barnes,,,,https://www.spotrac.com/nfl/jets/zaire-barnes/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:35.918866,True
Tyler Baron,94.0,DE,ACT,"7'6""",258,R,Miami,jets,nfl.com,2025-07-18T17:26:35.716599,,@tylerbaron,tylerbaron,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Tyler_Baron,,,,https://www.spotrac.com/nfl/jets/tyler-baron/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:36.019216,True
Jared Bartlett,50.0,LB,ACT,"7'4""",237,R,Cincinnati,jets,nfl.com,2025-07-18T17:26:35.716605,,@jaredbartlett,jaredbartlett,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jared_Bartlett,,,,https://www.spotrac.com/nfl/jets/jared-bartlett/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:36.119593,True
Israel Abanikanda,20.0,RB,ACT,"7'0""",216,3,Pittsburgh,49ers,nfl.com,2025-07-18T17:26:45.220983,,@israelabanikanda,israelabanikanda,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Israel_Abanikanda,,,,https://www.spotrac.com/nfl/49ers/israel-abanikanda/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:45.221523,True
Brandon Aiyuk,11.0,WR,ACT,"7'2""",200,6,Arizona State,49ers,nfl.com,2025-07-18T17:26:45.220998,,@brandonaiyuk,brandonaiyuk,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Brandon_Aiyuk,,,,https://www.spotrac.com/nfl/49ers/brandon-aiyuk/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:45.321820,True
Isaac Alarcon,67.0,OT,ACT,"7'9""",320,1,,49ers,nfl.com,2025-07-18T17:26:45.221003,,@isaacalarcon,isaacalarcon,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Isaac_Alarcon,,,,https://www.spotrac.com/nfl/49ers/isaac-alarcon/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:45.422303,True
Evan Anderson,69.0,DL,ACT,"7'5""",326,2,Florida Atlantic,49ers,nfl.com,2025-07-18T17:26:45.221007,,@evananderson,evananderson,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Evan_Anderson,,,,https://www.spotrac.com/nfl/49ers/evan-anderson/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:45.522653,True
Tre Avery,36.0,CB,ACT,"7'1""",181,4,Rutgers,49ers,nfl.com,2025-07-18T17:26:45.221011,,@treavery,treavery,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Tre_Avery,,,,https://www.spotrac.com/nfl/49ers/tre-avery/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:45.623507,True
Zy Alexander,17.0,CB,ACT,"7'3""",187,R,LSU,seahawks,nfl.com,2025-07-18T17:26:54.787742,,@zyalexander,zyalexander,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Zy_Alexander,,,,https://www.spotrac.com/nfl/seahawks/zy-alexander/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:54.790342,True
Elijah Arroyo,18.0,TE,UDF,"7'7""",254,R,Miami,seahawks,nfl.com,2025-07-18T17:26:54.787759,,@elijaharroyo,elijaharroyo,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Elijah_Arroyo,,,,https://www.spotrac.com/nfl/seahawks/elijah-arroyo/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:54.895329,True
AJ Barner,88.0,TE,ACT,"7'8""",251,2,Michigan,seahawks,nfl.com,2025-07-18T17:26:54.787764,,@ajbarner,ajbarner,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/AJ_Barner,,,,https://www.spotrac.com/nfl/seahawks/aj-barner/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:54.996153,True
DAnthony Bell,23.0,SAF,ACT,"7'3""",211,4,University of West Florida,seahawks,nfl.com,2025-07-18T17:26:54.787769,,@danthonybell,danthonybell,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/DAnthony_Bell,,,,https://www.spotrac.com/nfl/seahawks/danthony-bell/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:55.096394,True
Jake Bobo,19.0,WR,ACT,"7'6""",207,3,UCLA,seahawks,nfl.com,2025-07-18T17:26:54.787773,,@jakebobo,jakebobo,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jake_Bobo,,,,https://www.spotrac.com/nfl/seahawks/jake-bobo/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:55.196676,True
Tucker Addington,,LS,ACT,"7'4""",228,1,Sam Houston State,steelers,nfl.com,2025-07-18T17:27:03.018633,,@tuckeraddington,tuckeraddington,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Tucker_Addington,,,,https://www.spotrac.com/nfl/steelers/tucker-addington/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:03.019261,True
Calvin Anderson,67.0,OT,ACT,"7'7""",300,7,Texas,steelers,nfl.com,2025-07-18T17:27:03.018648,,@calvinanderson,calvinanderson,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Calvin_Anderson,,,,https://www.spotrac.com/nfl/steelers/calvin-anderson/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:03.119528,True
Spencer Anderson,74.0,G,ACT,"7'7""",305,3,Maryland,steelers,nfl.com,2025-07-18T17:27:03.018652,,@spenceranderson,spenceranderson,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Spencer_Anderson,,,,https://www.spotrac.com/nfl/steelers/spencer-anderson/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:03.219803,True
Calvin Austin III,19.0,WR,ACT,"6'9""",162,4,Memphis,steelers,nfl.com,2025-07-18T17:27:03.018656,,@calvinaustiniii,calvinaustiniii,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Calvin_Austin_III,,,,https://www.spotrac.com/nfl/steelers/calvin-austin-iii/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:03.320127,True
Keeanu Benton,95.0,DT,ACT,"7'6""",309,3,Wisconsin,steelers,nfl.com,2025-07-18T17:27:03.018660,,@keeanubenton,keeanubenton,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Keeanu_Benton,,,,https://www.spotrac.com/nfl/steelers/keeanu-benton/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:03.420417,True
Brandon Allen,10.0,QB,ACT,"7'4""",209,9,Arkansas,titans,nfl.com,2025-07-18T17:27:12.736096,,@brandonallen,brandonallen,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Brandon_Allen,,,,https://www.spotrac.com/nfl/titans/brandon-allen/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:12.736950,True
Elic Ayomanor,5.0,WR,ACT,"7'4""",206,R,Stanford,titans,nfl.com,2025-07-18T17:27:12.736115,,@elicayomanor,elicayomanor,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Elic_Ayomanor,,,,https://www.spotrac.com/nfl/titans/elic-ayomanor/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:12.837246,True
Darrell Baker Jr.,39.0,CB,ACT,"7'3""",190,3,Georgia Southern,titans,nfl.com,2025-07-18T17:27:12.736123,,@darrellbakerjr.,darrellbakerjr.,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Darrell_Baker_Jr.,,,,https://www.spotrac.com/nfl/titans/darrell-baker-jr./,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:12.937513,True
Cody Barton,50.0,LB,ACT,"7'4""",237,7,Utah,titans,nfl.com,2025-07-18T17:27:12.736131,,@codybarton,codybarton,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Cody_Barton,,,,https://www.spotrac.com/nfl/titans/cody-barton/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:13.037793,True
Philip Blidi,95.0,DL,ACT,"7'5""",284,R,Auburn,titans,nfl.com,2025-07-18T17:27:12.736138,,@philipblidi,philipblidi,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Philip_Blidi,,,,https://www.spotrac.com/nfl/titans/philip-blidi/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:13.138081,True
Nick Allegretti,67.0,G,ACT,"7'6""",320,7,Illinois,commanders,nfl.com,2025-07-18T17:27:20.870056,,@nickallegretti,nickallegretti,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Nick_Allegretti,,,,https://www.spotrac.com/nfl/commanders/nick-allegretti/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:20.870860,True
Kazmeir Allen,24.0,RB,ACT,"6'8""",176,1,UCLA,commanders,nfl.com,2025-07-18T17:27:20.870075,,@kazmeirallen,kazmeirallen,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Kazmeir_Allen,,,,https://www.spotrac.com/nfl/commanders/kazmeir-allen/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:20.971187,True
Trey Amos,,CB,UDF,"7'3""",190,R,Mississippi,commanders,nfl.com,2025-07-18T17:27:20.870081,,@treyamos,treyamos,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Trey_Amos,,,,https://www.spotrac.com/nfl/commanders/trey-amos/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:21.071545,True
Dorance Armstrong,92.0,DE,ACT,"7'6""",255,8,Kansas,commanders,nfl.com,2025-07-18T17:27:20.870088,,@dorancearmstrong,dorancearmstrong,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Dorance_Armstrong,,,,https://www.spotrac.com/nfl/commanders/dorance-armstrong/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:21.173510,True
Kam Arnold,46.0,LB,ACT,"7'3""",229,R,Boston College,commanders,nfl.com,2025-07-18T17:27:20.870094,,@kamarnold,kamarnold,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Kam_Arnold,,,,https://www.spotrac.com/nfl/commanders/kam-arnold/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:21.274219,True
Eric Banks,93.0,DE,ACT,"7'7""",274,3,Texas-San Antonio,buccaneers,nfl.com,2025-07-18T17:27:30.213571,,@ericbanks,ericbanks,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Eric_Banks,,,,https://www.spotrac.com/nfl/buccaneers/eric-banks/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:30.214080,True
Marcus Banks,39.0,SAF,ACT,"7'2""",190,1,Mississippi State,buccaneers,nfl.com,2025-07-18T17:27:30.213585,,@marcusbanks,marcusbanks,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Marcus_Banks,,,,https://www.spotrac.com/nfl/buccaneers/marcus-banks/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:30.314340,True
Graham Barton,62.0,C,ACT,"7'7""",314,2,Duke,buccaneers,nfl.com,2025-07-18T17:27:30.213589,,@grahambarton,grahambarton,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Graham_Barton,,,,https://www.spotrac.com/nfl/buccaneers/graham-barton/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:30.414658,True
Connor Bazelak,8.0,QB,ACT,"7'4""",212,R,Bowling Green,buccaneers,nfl.com,2025-07-18T17:27:30.213593,,@connorbazelak,connorbazelak,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Connor_Bazelak,,,,https://www.spotrac.com/nfl/buccaneers/connor-bazelak/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:30.514981,True
Chris Braswell,43.0,LB,ACT,"7'5""",255,2,Alabama,buccaneers,nfl.com,2025-07-18T17:27:30.213597,,@chrisbraswell,chrisbraswell,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Chris_Braswell,,,,https://www.spotrac.com/nfl/buccaneers/chris-braswell/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:30.615220,True
Saquon Barkley,26.0,RB,ACT,"7'2""",232,8,Penn State,eagles,nfl.com,2025-07-18T17:27:40.027232,,@saquonbarkley,saquonbarkley,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Saquon_Barkley,,,,https://www.spotrac.com/nfl/eagles/saquon-barkley/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:40.027795,True
Zack Baun,53.0,LB,ACT,"7'5""",225,6,Wisconsin,eagles,nfl.com,2025-07-18T17:27:40.027256,,@zackbaun,zackbaun,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Zack_Baun,,,,https://www.spotrac.com/nfl/eagles/zack-baun/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:40.128075,True
Reed Blankenship,32.0,SAF,ACT,"7'3""",203,4,Middle Tennessee State,eagles,nfl.com,2025-07-18T17:27:40.027261,,@reedblankenship,reedblankenship,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Reed_Blankenship,,,,https://www.spotrac.com/nfl/eagles/reed-blankenship/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:40.228387,True
Thomas Booker,59.0,DT,ACT,"7'5""",301,3,Stanford,eagles,nfl.com,2025-07-18T17:27:40.027268,,@thomasbooker,thomasbooker,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Thomas_Booker,,,,https://www.spotrac.com/nfl/eagles/thomas-booker/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:40.328964,True
A.J. Brown,11.0,WR,ACT,"7'3""",226,7,Mississippi,eagles,nfl.com,2025-07-18T17:27:40.027276,,@a.j.brown,a.j.brown,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/A.J._Brown,,,,https://www.spotrac.com/nfl/eagles/a.j.-brown/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:27:40.429241,True
